	0
2613	3617
2614	3618
2615	3619
2616	3620
2617	3621
2618	3622
2619	3624
2620	3625
2621	3627
2622	3628
2623	3630
2624	3632
2625	3636
2626	3638
2627	3640
2628	3641
2629	3644
2630	3645
2631	3649
2632	3650
2633	3651
2634	3652
2635	3653
2636	3654
2637	3655
2638	3656
2639	3658
2640	3659
2641	3660
2642	3661
2643	3662
2644	3663
2645	3664
2646	3665
2647	3666
2648	3667
2649	3668
2650	3669
2651	3670
2652	3671
2653	3672
2654	3673
2655	3674
2656	3675
2657	3676
2658	3677
2659	3678
2660	3679
2661	3680
2662	3681
2663	3682
2664	3683
2665	3684
2666	3685
2667	3686
2668	3687
2669	3688
2670	3689
2671	3690
2672	3691
2673	3692
2674	3693
2675	3694
2676	3695
2677	3696
2678	3697
2679	3698
2680	3699
2681	3700
2682	3701
2683	3702
2684	3703
2685	3704
2686	3705
2687	3706
2688	3707
2689	3708
2690	3709
2691	3711
2692	3712
2693	3713
2694	3714
2695	3715
2696	3716
2697	3717
2698	3718
2699	3719
2700	3720
2701	3721
2702	3722
2703	3725
2704	3726
2705	3727
2706	3728
2707	3729
2708	3730
2709	3731
2710	3733
2711	3734
2712	3735
2713	3736
2714	3737
2715	3738
2716	3739
2717	3740
2718	3741
2719	3742
2720	3743
2721	3744
2722	3745
2723	3746
2724	3747
2725	3748
2726	3749
2727	3750
2728	3751
2729	3752
2730	3753
2731	3755
2732	3756
2733	3757
2734	3758
2735	3759
2736	3760
2737	3761
2738	3762
2739	3763
2740	3764
2741	3765
2742	3766
2743	3767
2744	3768
2745	3769
2746	3770
2747	3771
2748	3772
2749	3773
2750	3774
2751	3775
2752	3777
2753	3778
2754	3779
2755	3780
2756	3781
2757	3782
2758	3783
2759	3784
2760	3786
2761	3787
2762	3788
2763	3789
2764	3790
2765	3792
2766	3793
2767	3794
2768	3796
2769	3797
2770	3799
2771	3800
2772	3801
2773	3802
2774	3803
2775	3804
2776	3805
2777	3806
2778	3807
2779	3809
2780	3811
2781	3812
2782	3814
2783	3815
2784	3816
2785	3818
2786	3819
2787	3820
2788	3822
2789	3823
2790	3824
2791	3825
2792	3826
2793	3827
2794	3828
2795	3829
2796	3830
2797	3831
2798	3832
2799	3833
2800	3834
2801	3835
2802	3836
2803	3837
2804	3838
2805	3839
2806	3840
2807	3841
2808	3842
2809	3843
2810	3844
2811	3845
2812	3846
2813	3847
2814	3849
2815	3850
2816	3851
2817	3852
2818	3853
2819	3854
2820	3855
2821	3856
2822	3857
2823	3858
2824	3859
2825	3860
2826	3861
2827	3862
2828	3863
2829	3889
2830	3890
2831	3891
2832	3892
2833	3893
2834	3894
2835	3895
2836	3896
2837	3897
2838	3898
2839	3899
2840	3900
2841	3901
2842	3902
2843	3903
2844	3904
2845	3905
2846	3906
2847	3907
2848	3908
2849	3909
2850	3910
2851	3912
2852	3913
2853	3914
2854	3915
2855	3916
2856	3917
2857	3918
2858	3919
2859	3920
2860	3921
2861	3922
2862	3924
2863	3925
2864	3926
2865	3927
2866	3928
2867	3929
2868	3930
2869	3931
2870	3932
2871	3933
2872	3934
2873	3935
2874	3937
2875	3938
2876	3940
2877	3941
2878	3942
2879	3943
2880	3944
2881	3945
2882	3946
2883	3947
2884	3948
2885	3949
2886	3950
2887	3951
2888	3952
2889	3953
2890	3954
2891	3956
2892	3957
2893	3958
2894	3959
2895	3960
2896	3961
2897	3962
2898	3963
2899	3965
2900	3966
2901	3967
2902	3968
2903	3969
2904	3970
2905	3971
2906	3973
2907	3974
2908	3975
2909	3977
2910	3978
2911	3979
2912	3980
2913	3981
2914	3982
2915	3983
2916	3987
2917	3988
2918	3989
2919	3990
2920	3991
2921	3992
2922	3993
2923	3995
2924	3996
2925	3999
2926	4000
2927	4001
2928	4003
2929	4004
2930	4007
2931	4008
2932	4009
2933	4011
2934	4012
2935	4013
2936	4015
2937	4016
2938	4017
2939	4018
2940	4019
2941	4021
2942	4024
2943	4029
2944	4030
2945	4031
2946	4032
2947	4035
2948	4036
2949	4037
2950	4038
2951	4039
2952	4040
2953	4041
2954	4042
2955	4043
2956	4046
2957	4047
2958	4048
2959	4050
2960	4051
2961	4052
2962	4053
2963	4054
2964	4055
2965	4056
2966	4061
2967	4062
2968	4064
2969	4065
2970	4066
2971	4068
2972	4069
2973	4070
2974	4071
2975	4072
2976	4073
2977	4074
2978	4075
2979	4076
2980	4077
2981	4078
2982	4079
2983	4080
2984	4081
2985	4082
2986	4083
2987	4084
2988	4085
2989	4086
2990	4087
2991	4090
2992	4091
2993	4093
2994	4094
2995	4095
2996	4096
2997	4097
2998	4098
2999	4099
3000	4100
3001	4101
3002	4103
3003	4104
3004	4105
3005	4106
3006	4107
3007	4108
3008	4109
3009	4110
3010	4111
3011	4112
3012	4113
3013	4115
3014	4117
3015	4118
3016	4121
3017	4122
3018	4123
3019	4124
3020	4125
3021	4126
3022	4127
3023	4128
3024	4129
3025	4130
3026	4133
3027	4134
3028	4135
3029	4136
3030	4137
3031	4142
3032	4144
3033	4145
3034	4147
3035	4148
3036	4151
3037	4152
3038	4153
3039	4155
3040	4156
3041	4157
3042	4158
3043	4160
3044	4163
3045	4167
3046	4169
3047	4175
3048	4176
3049	4177
3050	4179
3051	4180
3052	4181
3053	4182
3054	4183
3055	4184
3056	4185
3057	4186
3058	4187
3059	4188
3060	4189
3061	4190
3062	4191
3063	4192
3064	4193
3065	4194
3066	4198
3067	4199
3068	4201
3069	4202
3070	4203
3071	4204
3072	4205
3073	4206
3074	4207
3075	4208
3076	4209
3077	4210
3078	4211
3079	4212
3080	4213
3081	4214
3082	4215
3083	4216
3084	4217
3085	4218
3086	4219
3087	4220
3088	4221
3089	4222
3090	4223
3091	4224
3092	4225
3093	4226
3094	4227
3095	4228
3096	4229
3097	4230
3098	4232
3099	4235
3100	4236
3101	4237
3102	4238
3103	4240
3104	4242
3105	4243
3106	4244
3107	4247
3108	4248
3109	4249
3110	4250
3111	4254
3112	4255
3113	4256
3114	4257
3115	4259
3116	4261
3117	4264
3118	4267
3119	4269
3120	4273
3121	4274
3122	4275
3123	4277
3124	4288
3125	4290
3126	4291
3127	4294
3128	4297
3129	4299
3130	4300
3131	4302
3132	4303
3133	4304
3134	4305
3135	4307
3136	4310
3137	4312
3138	4313
3139	4314
3140	4315
3141	4316
3142	4317
3143	4319
3144	4321
3145	4322
3146	4325
3147	4326
3148	4329
3149	4330
3150	4332
3151	4342
3152	4345
3153	4349
3154	4350
3155	4351
3156	4353
3157	4355
3158	4357
3159	4359
3160	4362
3161	4363
3162	4365
3163	4366
3164	4367
3165	4368
3166	4369
3167	4373
3168	4374
3169	4375
3170	4379
3171	4382
3172	4383
3173	4385
3174	4387
3175	4388
3176	4389
3177	4397
3178	4398
3179	4399
3180	4400
3181	4402
3182	4406
3183	4409
3184	4411
3185	4412
3186	4414
3187	4415
3188	4418
3189	4419
3190	4421
3191	4422
3192	4423
3193	4424
3194	4427
3195	4428
3196	4429
3197	4430
3198	4431
3199	4432
3200	4433
3201	4435
3202	4436
3203	4437
3204	4438
3205	4440
3206	4441
3207	4442
3208	4444
3209	4445
3210	4446
3211	4447
3212	4448
3213	4455
3214	4457
3215	4459
3216	4460
3217	4461
3218	4462
3219	4463
3220	4464
3221	4465
3222	4466
3223	4468
3224	4471
3225	4473
3226	4477
3227	4480
3228	4481
3229	4482
3230	4484
3231	4485
3232	4487
3233	4488
3234	4489
3235	4491
3236	4492
3237	4494
3238	4495
3239	4498
3240	4499
3241	4500
3242	4501
3243	4502
3244	4503
3245	4504
3246	4505
3247	4507
3248	4508
3249	4509
3250	4511
3251	4512
3252	4513
3253	4514
3254	4515
3255	4516
3256	4518
3257	4519
3258	4520
3259	4521
3260	4522
3261	4523
3262	4524
3263	4526
3264	4527
3265	4528
3266	4529
3267	4530
3268	4531
3269	4533
3270	4535
3271	4538
3272	4540
3273	4542
3274	4544
3275	4545
3276	4546
3277	4547
3278	4549
3279	4554
3280	4556
3281	4557
3282	4558
3283	4559
3284	4561
3285	4563
3286	4564
3287	4565
3288	4566
3289	4567
3290	4568
3291	4569
3292	4572
3293	4573
3294	4574
3295	4575
3296	4576
3297	4577
3298	4578
3299	4579
3300	4580
3301	4581
3302	4582
3303	4583
3304	4584
3305	4585
3306	4586
3307	4587
3308	4588
3309	4589
3310	4590
3311	4591
3312	4592
3313	4593
3314	4594
3315	4595
3316	4596
3317	4597
3318	4598
3319	4599
3320	4600
3321	4601
3322	4603
3323	4604
3324	4605
3325	4606
3326	4607
3327	4608
3328	4609
3329	4610
3330	4611
3331	4612
3332	4613
3333	4614
3334	4615
3335	4616
3336	4617
3337	4618
3338	4619
3339	4620
3340	4621
3341	4622
3342	4623
3343	4624
3344	4626
3345	4627
3346	4628
3347	4629
3348	4630
3349	4631
3350	4633
3351	4634
3352	4635
3353	4636
3354	4637
3355	4638
3356	4642
3357	4644
3358	4645
3359	4646
3360	4647
3361	4648
3362	4649
3363	4650
3364	4653
3365	4654
3366	4655
3367	4656
3368	4657
3369	4658
3370	4659
3371	4662
3372	4664
3373	4665
3374	4666
3375	4670
3376	4672
3377	4673
3378	4674
3379	4676
3380	4677
3381	4678
3382	4679
3383	4680
3384	4682
3385	4683
3386	4686
3387	4688
3388	4690
3389	4691
3390	4692
3391	4693
3392	4694
3393	4695
3394	4696
3395	4697
3396	4698
3397	4699
3398	4700
3399	4701
3400	4702
3401	4703
3402	4704
3403	4705
3404	4706
3405	4707
3406	4710
3407	4712
3408	4713
3409	4714
3410	4715
3411	4716
3412	4717
3413	4718
3414	4719
3415	4720
3416	4721
3417	4722
3418	4723
3419	4724
3420	4726
3421	4727
3422	4728
3423	4730
3424	4731
3425	4732
3426	4733
3427	4734
3428	4735
3429	4736
3430	4737
3431	4738
3432	4739
3433	4742
3434	4743
3435	4744
3436	4746
3437	4747
3438	4748
3439	4750
3440	4751
3441	4752
3442	4753
3443	4754
3444	4755
3445	4756
3446	4757
3447	4758
3448	4759
3449	4760
3450	4761
3451	4763
3452	4764
3453	4765
3454	4766
3455	4767
3456	4768
3457	4769
3458	4770
3459	4771
3460	4772
3461	4773
3462	4774
3463	4775
3464	4776
3465	4777
3466	4778
3467	4779
3468	4780
3469	4781
3470	4782
3471	4785
3472	4787
3473	4788
3474	4789
3475	4790
3476	4791
3477	4792
3478	4793
3479	4794
3480	4795
3481	4796
3482	4797
3483	4798
3484	4799
3485	4801
3486	4802
3487	4803
3488	4804
3489	4805
3490	4806
3491	4807
3492	4809
3493	4810
3494	4811
3495	4812
3496	4813
3497	4814
3498	4815
3499	4816
3500	4818
3501	4819
3502	4820
3503	4821
3504	4822
3505	4823
3506	4824
3507	4825
3508	4826
3509	4827
3510	4828
3511	4829
3512	4830
3513	4831
3514	4832
3515	4833
3516	4834
3517	4835
3518	4836
3519	4837
3520	4838
3521	4839
3522	4840
3523	4841
3524	4842
3525	4843
3526	4844
3527	4845
3528	4846
3529	4847
3530	4848
3531	4849
3532	4850
3533	4851
3534	4852
3535	4853
3536	4854
3537	4855
3538	4856
3539	4857
3540	4858
3541	4859
3542	4860
3543	4861
3544	4862
3545	4863
3546	4864
3547	4868
3548	4870
3549	4871
3550	4872
3551	4873
3552	4874
3553	4875
3554	4879
3555	4880
3556	4881
3557	4882
3558	4883
3559	4886
3560	4887
3561	4890
3562	4892
3563	4893
3564	4895
3565	4896
3566	4898
3567	4899
3568	4900
3569	4902
3570	4905
3571	4908
3572	4909
3573	4912
3574	4928
3575	4933
3576	4936
3577	4941
3578	4942
3579	4945
3580	4946
3581	4950
3582	4951
3583	4952
3584	4953
3585	4959
3586	4961
3587	4962
3588	4965
3589	4966
3590	4967
3591	4974
3592	4977
3593	4980
3594	4981
3595	4983
3596	4986
3597	4987
3598	4988
3599	4989
3600	4993
3601	5017
3602	5018
3603	5019
3604	5021
3605	5022
3606	5023
3607	5024
3608	5027
3609	5028
3610	5029
3611	5030
3612	5032
3613	5033
3614	5034
3615	5035
3616	5036
3617	5037
3618	5038
3619	5039
3620	5040
3621	5041
3622	5042
3623	5043
3624	5044
3625	5045
3626	5046
3627	5047
3628	5048
3629	5052
3630	5056
3631	5060
3632	5065
3633	5068
3634	5071
3635	5072
3636	5073
3637	5076
3638	5077
3639	5078
3640	5079
3641	5080
3642	5081
3643	5082
3644	5083
3645	5084
3646	5085
3647	5086
3648	5088
3649	5096
3650	5098
3651	5100
3652	5102
3653	5104
3654	5106
3655	5108
3656	5110
3657	5112
3658	5116
3659	5118
3660	5120
3661	5124
3662	5126
3663	5128
3664	5130
3665	5132
3666	5134
3667	5136
3668	5138
3669	5140
3670	5142
3671	5144
3672	5146
3673	5148
3674	5154
3675	5156
3676	5158
3677	5160
3678	5162
3679	5164
3680	5166
3681	5168
3682	5170
3683	5172
3684	5174
3685	5176
3686	5178
3687	5180
3688	5182
3689	5184
3690	5186
3691	5190
3692	5192
3693	5194
3694	5196
3695	5198
3696	5200
3697	5202
3698	5204
3699	5205
3700	5209
3701	5210
3702	5212
3703	5214
3704	5215
3705	5216
3706	5217
3707	5218
3708	5219
3709	5220
3710	5221
3711	5222
3712	5223
3713	5224
3714	5229
3715	5230
3716	5231
3717	5232
3718	5233
3719	5234
3720	5236
3721	5238
3722	5239
3723	5240
3724	5241
3725	5242
3726	5243
3727	5244
3728	5245
3729	5246
3730	5247
3731	5249
3732	5250
3733	5251
3734	5252
3735	5253
3736	5254
3737	5255
3738	5256
3739	5257
3740	5258
3741	5261
3742	5262
3743	5265
3744	5266
3745	5270
3746	5271
3747	5272
3748	5273
3749	5275
3750	5277
3751	5278
3752	5279
3753	5281
3754	5282
3755	5283
3756	5284
3757	5285
3758	5286
3759	5287
3760	5288
3761	5289
3762	5290
3763	5291
3764	5292
3765	5293
3766	5294
3767	5295
3768	5296
3769	5297
3770	5298
3771	5299
3772	5300
3773	5301
3774	5302
3775	5303
3776	5304
3777	5307
3778	5308
3779	5309
3780	5310
3781	5311
3782	5312
3783	5313
3784	5314
3785	5315
3786	5317
3787	5318
3788	5319
3789	5320
3790	5321
3791	5322
3792	5323
3793	5324
3794	5325
3795	5326
3796	5327
3797	5328
3798	5329
3799	5330
3800	5331
3801	5332
3802	5333
3803	5335
3804	5336
3805	5337
3806	5338
3807	5339
3808	5340
3809	5341
3810	5342
3811	5343
3812	5344
3813	5345
3814	5346
3815	5347
3816	5348
3817	5349
3818	5350
3819	5352
3820	5353
3821	5354
3822	5355
3823	5357
3824	5358
3825	5359
3826	5362
3827	5363
3828	5366
3829	5368
3830	5374
3831	5378
3832	5379
3833	5380
3834	5385
3835	5386
3836	5393
3837	5396
3838	5399
3839	5400
3840	5401
3841	5402
3842	5403
3843	5404
3844	5405
3845	5406
3846	5407
3847	5408
3848	5409
3849	5410
3850	5412
3851	5413
3852	5414
3853	5415
3854	5416
3855	5417
3856	5418
3857	5419
3858	5420
3859	5421
3860	5422
3861	5424
3862	5425
3863	5426
3864	5427
3865	5428
3866	5429
3867	5430
3868	5431
3869	5432
3870	5433
3871	5434
3872	5435
3873	5436
3874	5437
3875	5438
3876	5439
3877	5440
3878	5441
3879	5442
3880	5443
3881	5444
3882	5445
3883	5446
3884	5447
3885	5448
3886	5449
3887	5450
3888	5451
3889	5452
3890	5453
3891	5454
3892	5455
3893	5456
3894	5457
3895	5458
3896	5459
3897	5460
3898	5461
3899	5462
3900	5463
3901	5464
3902	5465
3903	5466
3904	5467
3905	5468
3906	5469
3907	5470
3908	5471
3909	5472
3910	5473
3911	5474
3912	5475
3913	5476
3914	5477
3915	5478
3916	5479
3917	5480
3918	5481
3919	5482
3920	5483
3921	5484
3922	5485
3923	5486
3924	5487
3925	5488
3926	5489
3927	5490
3928	5491
3929	5492
3930	5493
3931	5494
3932	5495
3933	5496
3934	5497
3935	5498
3936	5499
3937	5500
3938	5501
3939	5502
3940	5503
3941	5504
3942	5505
3943	5506
3944	5507
3945	5508
3946	5509
3947	5510
3948	5511
3949	5512
3950	5513
3951	5514
3952	5515
3953	5516
3954	5517
3955	5518
3956	5519
3957	5520
3958	5521
3959	5522
3960	5523
3961	5524
3962	5525
3963	5526
3964	5527
3965	5530
3966	5531
3967	5532
3968	5533
3969	5536
3970	5537
3971	5539
3972	5540
3973	5543
3974	5544
3975	5545
3976	5546
3977	5548
3978	5551
3979	5554
3980	5555
3981	5556
3982	5558
3983	5560
3984	5561
3985	5562
3986	5563
3987	5564
3988	5565
3989	5566
3990	5567
3991	5569
3992	5570
3993	5572
3994	5578
3995	5579
3996	5580
3997	5581
3998	5582
3999	5583
4000	5587
4001	5589
4002	5593
4003	5595
4004	5596
4005	5597
4006	5598
4007	5599
4008	5600
4009	5602
4010	5606
4011	5607
4012	5608
4013	5609
4014	5610
4015	5611
4016	5612
4017	5613
4018	5614
4019	5615
4020	5616
4021	5617
4022	5619
4023	5621
4024	5622
4025	5623
4026	5624
4027	5625
4028	5626
4029	5627
4030	5629
4031	5630
4032	5632
4033	5634
4034	5635
4035	5638
4036	5639
4037	5643
4038	5644
4039	5645
4040	5647
4041	5649
4042	5650
4043	5651
4044	5652
4045	5656
4046	5657
4047	5658
4048	5659
4049	5660
4050	5663
4051	5667
4052	5669
4053	5673
4054	5674
4055	5676
4056	5677
4057	5681
4058	5684
4059	5689
4060	5690
4061	5692
4062	5694
4063	5698
4064	5700
4065	5701
4066	5703
4067	5704
4068	5705
4069	5707
4070	5710
4071	5711
4072	5716
4073	5717
4074	5721
4075	5722
4076	5723
4077	5725
4078	5727
4079	5728
4080	5733
4081	5734
4082	5737
4083	5739
4084	5742
4085	5745
4086	5749
4087	5750
4088	5754
4089	5755
4090	5756
4091	5757
4092	5758
4093	5759
4094	5761
4095	5766
4096	5767
4097	5769
4098	5772
4099	5774
4100	5775
4101	5776
4102	5779
4103	5780
4104	5784
4105	5785
4106	5787
4107	5792
4108	5795
4109	5797
4110	5799
4111	5800
4112	5803
4113	5808
4114	5809
4115	5810
4116	5813
4117	5815
4118	5816
4119	5817
4120	5819
4121	5821
4122	5823
4123	5825
4124	5826
4125	5827
4126	5828
4127	5829
4128	5830
4129	5832
4130	5833
4131	5834
4132	5838
4133	5840
4134	5841
4135	5843
4136	5845
4137	5846
4138	5847
4139	5848
4140	5852
4141	5854
4142	5855
4143	5856
4144	5863
4145	5864
4146	5865
4147	5867
4148	5869
4149	5871
4150	5872
4151	5873
4152	5874
4153	5875
4154	5876
4155	5877
4156	5879
4157	5880
4158	5881
4159	5882
4160	5884
4161	5887
4162	5888
4163	5889
4164	5890
4165	5891
4166	5892
4167	5894
4168	5895
4169	5898
4170	5900
4171	5901
4172	5902
4173	5910
4174	5912
4175	5913
4176	5916
4177	5917
4178	5918
4179	5920
4180	5922
4181	5923
4182	5925
4183	5928
4184	5929
4185	5930
4186	5937
4187	5938
4188	5939
4189	5940
4190	5941
4191	5942
4192	5943
4193	5944
4194	5945
4195	5946
4196	5947
4197	5948
4198	5949
4199	5950
4200	5951
4201	5952
4202	5953
4203	5954
4204	5955
4205	5956
4206	5957
4207	5958
4208	5959
4209	5960
4210	5961
4211	5962
4212	5963
4213	5964
4214	5965
4215	5966
4216	5967
4217	5968
4218	5969
4219	5970
4220	5971
4221	5972
4222	5973
4223	5974
4224	5975
4225	5976
4226	5977
4227	5978
4228	5979
4229	5980
4230	5981
4231	5982
4232	5983
4233	5984
4234	5985
4235	5986
4236	5987
4237	5988
4238	5989
4239	5990
4240	5991
4241	5992
4242	5993
4243	5994
4244	5997
4245	5998
4246	5999
4247	6000
4248	6001
4249	6002
4250	6003
4251	6004
4252	6005
4253	6006
4254	6007
4255	6008
4256	6009
4257	6010
4258	6011
4259	6012
4260	6013
4261	6014
4262	6015
4263	6016
4264	6017
4265	6018
4266	6019
4267	6020
4268	6021
4269	6022
4270	6023
4271	6024
4272	6025
4273	6026
4274	6027
4275	6028
4276	6029
4277	6030
4278	6031
4279	6032
4280	6033
4281	6035
4282	6037
4283	6038
4284	6039
4285	6040
4286	6041
4287	6042
4288	6043
4289	6044
4290	6045
4291	6046
4292	6047
4293	6048
4294	6049
4295	6050
4296	6051
4297	6052
4298	6053
4299	6054
4300	6055
4301	6056
4302	6057
4303	6058
4304	6059
4305	6060
4306	6061
4307	6062
4308	6063
4309	6064
4310	6065
4311	6066
4312	6068
4313	6069
4314	6070
4315	6071
4316	6072
4317	6073
4318	6074
4319	6075
4320	6076
4321	6077
4322	6078
4323	6079
4324	6080
4325	6081
4326	6082
4327	6083
4328	6084
4329	6085
4330	6086
4331	6087
4332	6088
4333	6089
4334	6090
4335	6091
4336	6092
4337	6093
4338	6094
4339	6095
4340	6096
4341	6097
4342	6098
4343	6099
4344	6100
4345	6101
4346	6102
4347	6104
4348	6105
4349	6106
4350	6107
4351	6108
4352	6109
4353	6110
4354	6111
4355	6112
4356	6113
4357	6114
4358	6115
4359	6116
4360	6117
4361	6118
4362	6119
4363	6120
4364	6121
4365	6122
4366	6123
4367	6124
4368	6125
4369	6126
4370	6127
4371	6128
4372	6129
4373	6130
4374	6131
4375	6132
4376	6133
4377	6134
4378	6135
4379	6136
4380	6137
4381	6138
4382	6139
4383	6140
4384	6141
4385	6142
4386	6143
4387	6144
4388	6145
4389	6146
4390	6147
4391	6148
4392	6149
4393	6150
4394	6151
4395	6152
4396	6153
4397	6154
4398	6155
4399	6156
4400	6157
4401	6158
4402	6159
4403	6160
4404	6161
4405	6162
4406	6163
4407	6164
4408	6165
4409	6166
4410	6167
4411	6168
4412	6169
4413	6170
4414	6171
4415	6172
4416	6173
4417	6174
4418	6175
4419	6177
4420	6179
4421	6180
4422	6181
4423	6182
4424	6183
4425	6184
4426	6185
4427	6186
4428	6187
4429	6188
4430	6189
4431	6190
4432	6191
4433	6192
4434	6193
4435	6194
4436	6195
4437	6196
4438	6197
4439	6198
4440	6199
4441	6200
4442	6201
4443	6202
4444	6203
4445	6204
4446	6205
4447	6206
4448	6207
4449	6208
4450	6209
4451	6211
4452	6212
4453	6216
4454	6217
4455	6220
4456	6222
4457	6224
4458	6225
4459	6226
4460	6227
4461	6228
4462	6229
4463	6230
4464	6232
4465	6234
4466	6235
4467	6236
4468	6237
4469	6238
4470	6242
4471	6243
4472	6244
4473	6245
4474	6246
4475	6247
4476	6249
4477	6251
4478	6253
4479	6254
4480	6260
4481	6264
4482	6265
4483	6266
4484	6267
4485	6268
4486	6269
4487	6270
4488	6271
4489	6272
4490	6273
4491	6274
4492	6275
4493	6276
4494	6278
4495	6290
4496	6292
4497	6294
4498	6295
4499	6296
4500	6303
4501	6304
4502	6305
4503	6307
4504	6308
4505	6309
4506	6312
4507	6314
4508	6315
4509	6316
4510	6317
4511	6318
4512	6319
4513	6320
4514	6325
4515	6326
4516	6330
4517	6332
4518	6334
4519	6335
4520	6336
4521	6337
4522	6338
4523	6339
4524	6340
4525	6341
4526	6342
4527	6343
4528	6344
4529	6345
4530	6346
4531	6349
4532	6350
4533	6351
4534	6355
4535	6356
4536	6357
4537	6358
4538	6359
4539	6360
4540	6361
4541	6362
4542	6363
4543	6364
4544	6365
4545	6366
4546	6367
4547	6368
4548	6369
4549	6370
4550	6371
4551	6372
4552	6373
4553	6374
4554	6375
4555	6376
4556	6377
4557	6378
4558	6379
4559	6380
4560	6381
4561	6382
4562	6383
4563	6384
4564	6385
4565	6387
4566	6388
4567	6389
4568	6391
4569	6392
4570	6393
4571	6394
4572	6395
4573	6396
4574	6397
4575	6398
4576	6399
4577	6400
4578	6401
4579	6402
4580	6403
4581	6404
4582	6405
4583	6406
4584	6407
4585	6408
4586	6409
4587	6410
4588	6411
4589	6412
4590	6413
4591	6414
4592	6415
4593	6416
4594	6417
4595	6418
4596	6419
4597	6420
4598	6422
4599	6423
4600	6424
4601	6425
4602	6426
4603	6429
4604	6431
4605	6432
4606	6433
4607	6434
4608	6435
4609	6436
4610	6438
4611	6439
4612	6440
4613	6441
4614	6442
4615	6444
4616	6446
4617	6447
4618	6450
4619	6451
4620	6452
4621	6453
4622	6454
4623	6455
4624	6456
4625	6457
4626	6459
4627	6460
4628	6461
4629	6462
4630	6463
4631	6464
4632	6465
4633	6467
4634	6468
4635	6469
4636	6470
4637	6471
4638	6472
4639	6473
4640	6474
4641	6475
4642	6479
4643	6481
4644	6482
4645	6483
4646	6484
4647	6485
4648	6486
4649	6487
4650	6488
4651	6489
4652	6490
4653	6491
4654	6494
4655	6495
4656	6496
4657	6497
4658	6499
4659	6501
4660	6502
4661	6503
4662	6504
4663	6505
4664	6506
4665	6507
4666	6508
4667	6509
4668	6511
4669	6514
4670	6517
4671	6518
4672	6520
4673	6521
4674	6522
4675	6525
4676	6526
4677	6527
4678	6532
4679	6535
4680	6536
4681	6537
4682	6538
4683	6539
4684	6540
4685	6541
4686	6542
4687	6543
4688	6544
4689	6545
4690	6546
4691	6547
4692	6548
4693	6549
4694	6550
4695	6551
4696	6552
4697	6553
4698	6555
4699	6556
4700	6558
4701	6561
4702	6562
4703	6563
4704	6564
4705	6570
4706	6571
4707	6572
4708	6573
4709	6575
4710	6576
4711	6580
4712	6581
4713	6585
4714	6588
4715	6589
4716	6590
4717	6591
4718	6592
4719	6593
4720	6594
4721	6595
4722	6596
4723	6597
4724	6598
4725	6599
4726	6600
4727	6601
4728	6602
4729	6603
4730	6604
4731	6605
4732	6606
4733	6607
4734	6608
4735	6609
4736	6610
4737	6611
4738	6612
4739	6613
4740	6614
4741	6615
4742	6616
4743	6617
4744	6618
4745	6619
4746	6620
4747	6622
4748	6623
4749	6624
4750	6625
4751	6626
4752	6627
4753	6628
4754	6629
4755	6630
4756	6632
4757	6634
4758	6635
4759	6636
4760	6637
4761	6638
4762	6639
4763	6640
4764	6641
4765	6642
4766	6643
4767	6644
4768	6645
4769	6646
4770	6647
4771	6648
4772	6649
4773	6650
4774	6653
4775	6654
4776	6655
4777	6656
4778	6657
4779	6658
4780	6659
4781	6660
4782	6661
4783	6663
4784	6664
4785	6665
4786	6666
4787	6668
4788	6669
4789	6672
4790	6673
4791	6674
4792	6676
4793	6677
4794	6678
4795	6679
4796	6680
4797	6681
4798	6682
4799	6683
4800	6684
4801	6686
4802	6687
4803	6688
4804	6690
4805	6691
4806	6692
4807	6693
4808	6695
4809	6696
4810	6698
4811	6699
4812	6700
4813	6701
4814	6702
4815	6704
4816	6705
4817	6708
4818	6709
4819	6710
4820	6711
4821	6712
4822	6713
4823	6714
4824	6715
4825	6716
4826	6717
4827	6719
4828	6720
4829	6721
4830	6724
4831	6725
4832	6726
4833	6727
4834	6729
4835	6730
4836	6731
4837	6732
4838	6733
4839	6734
4840	6736
4841	6737
4842	6738
4843	6740
4844	6741
4845	6742
4846	6745
4847	6748
4848	6749
4849	6750
4850	6751
4851	6753
4852	6754
4853	6756
4854	6757
4855	6758
4856	6759
4857	6760
4858	6763
4859	6765
4860	6766
4861	6767
4862	6768
4863	6769
4864	6770
4865	6771
4866	6772
4867	6773
4868	6774
4869	6775
4870	6777
4871	6780
4872	6782
4873	6783
4874	6784
4875	6786
4876	6787
4877	6789
4878	6792
4879	6794
4880	6795
4881	6796
4882	6797
4883	6800
4884	6801
4885	6802
4886	6807
4887	6809
4888	6811
4889	6812
4890	6813
4891	6814
4892	6815
4893	6818
4894	6820
4895	6821
4896	6823
4897	6824
4898	6829
4899	6830
4900	6831
4901	6832
4902	6833
4903	6834
4904	6835
4905	6836
4906	6837
4907	6838
4908	6839
4909	6842
4910	6843
4911	6844
4912	6846
4913	6847
4914	6848
4915	6850
4916	6851
4917	6852
4918	6853
4919	6854
4920	6855
4921	6856
4922	6857
4923	6859
4924	6860
4925	6861
4926	6862
4927	6863
4928	6869
4929	6870
4930	6871
4931	6873
4932	6877
4933	6880
4934	6882
4935	6884
4936	6885
4937	6888
4938	6891
4939	6893
4940	6894
4941	6895
4942	6896
4943	6897
4944	6898
